Text,Form,Topic Category,Rank,Type,Theme,Frequency,Mentions,Sense ID
"The more I hear them talk, the more I think ""social Darwinism"". Survival of the fittest. The weak be damned. This is a problem in our society on both sides. Hear me out. Both sides traffic in what I have heard called ""blank slate theory"". It basically means, we all start out a blank slate and we can do anything we put our minds to. The world is your oyster. The left's version: We're all a blank slate. So any difference in outcome must AUTOMATICALLY be attributed to externalities. Systems of oppression is the latest one. Regardless, it is NEVER the individual and ALWAYS the externality. The right's version: We're all a blank slate. So any difference in outcomes must AUTOMATICALLY be attributed to the individual. You are lazy. You are weak. You make excuses. You are entitled and spoiled. Mental illness is just an excuse. You weren't (as the guest said) willing or able to ""put in the work"" to be the alpha, confident prototype man they are describing. Never the externalities. ALWAYS the individuals fault except in the rarest of cases like birth defects or severe trauma, illness or injury outside of your control. The problem is they are BOTH RIGHT...SOMETIMES. But it is the times when they are wrong that does damage to people who are either legitimately impaired by mental illness or are actually being legitimately disenfranchised by a person, persons or systems gone wrong. That number grows and grows until you have what we see in society. Chaos. A breakdown of what used to work. Late capitalism the left calls it. Oligarchic, corporatist totalitarian fascism is what say. Not every man OR woman has the capacity to do or be what these two are talking about. And it is almost like they are describing people unworthy of love and companionship because they are ""less than"" or ""unworthy"". Gee, I wonder why some people hate conservatives. Shocking. And yes I could say the EXACT same thing about the left for different reasons. The reason they are hated is well-earned too.",side,concept,8,Top>Organization,,2,"sides, sides",43f84b54ed
"The more I hear them talk, the more I think ""social Darwinism"". Survival of the fittest. The weak be damned. This is a problem in our society on both sides. Hear me out. Both sides traffic in what I have heard called ""blank slate theory"". It basically means, we all start out a blank slate and we can do anything we put our minds to. The world is your oyster. The left's version: We're all a blank slate. So any difference in outcome must AUTOMATICALLY be attributed to externalities. Systems of oppression is the latest one. Regardless, it is NEVER the individual and ALWAYS the externality. The right's version: We're all a blank slate. So any difference in outcomes must AUTOMATICALLY be attributed to the individual. You are lazy. You are weak. You make excuses. You are entitled and spoiled. Mental illness is just an excuse. You weren't (as the guest said) willing or able to ""put in the work"" to be the alpha, confident prototype man they are describing. Never the externalities. ALWAYS the individuals fault except in the rarest of cases like birth defects or severe trauma, illness or injury outside of your control. The problem is they are BOTH RIGHT...SOMETIMES. But it is the times when they are wrong that does damage to people who are either legitimately impaired by mental illness or are actually being legitimately disenfranchised by a person, persons or systems gone wrong. That number grows and grows until you have what we see in society. Chaos. A breakdown of what used to work. Late capitalism the left calls it. Oligarchic, corporatist totalitarian fascism is what say. Not every man OR woman has the capacity to do or be what these two are talking about. And it is almost like they are describing people unworthy of love and companionship because they are ""less than"" or ""unworthy"". Gee, I wonder why some people hate conservatives. Shocking. And yes I could say the EXACT same thing about the left for different reasons. The reason they are hated is well-earned too.",side,concept,9,Top>Location,,2,"sides, sides",a23b3d2a83
"The more I hear them talk, the more I think ""social Darwinism"". Survival of the fittest. The weak be damned. This is a problem in our society on both sides. Hear me out. Both sides traffic in what I have heard called ""blank slate theory"". It basically means, we all start out a blank slate and we can do anything we put our minds to. The world is your oyster. The left's version: We're all a blank slate. So any difference in outcome must AUTOMATICALLY be attributed to externalities. Systems of oppression is the latest one. Regardless, it is NEVER the individual and ALWAYS the externality. The right's version: We're all a blank slate. So any difference in outcomes must AUTOMATICALLY be attributed to the individual. You are lazy. You are weak. You make excuses. You are entitled and spoiled. Mental illness is just an excuse. You weren't (as the guest said) willing or able to ""put in the work"" to be the alpha, confident prototype man they are describing. Never the externalities. ALWAYS the individuals fault except in the rarest of cases like birth defects or severe trauma, illness or injury outside of your control. The problem is they are BOTH RIGHT...SOMETIMES. But it is the times when they are wrong that does damage to people who are either legitimately impaired by mental illness or are actually being legitimately disenfranchised by a person, persons or systems gone wrong. That number grows and grows until you have what we see in society. Chaos. A breakdown of what used to work. Late capitalism the left calls it. Oligarchic, corporatist totalitarian fascism is what say. Not every man OR woman has the capacity to do or be what these two are talking about. And it is almost like they are describing people unworthy of love and companionship because they are ""less than"" or ""unworthy"". Gee, I wonder why some people hate conservatives. Shocking. And yes I could say the EXACT same thing about the left for different reasons. The reason they are hated is well-earned too.",left,concept,10,Top>Location>Address,,2,"left, left",92b8b69fe0
"The more I hear them talk, the more I think ""social Darwinism"". Survival of the fittest. The weak be damned. This is a problem in our society on both sides. Hear me out. Both sides traffic in what I have heard called ""blank slate theory"". It basically means, we all start out a blank slate and we can do anything we put our minds to. The world is your oyster. The left's version: We're all a blank slate. So any difference in outcome must AUTOMATICALLY be attributed to externalities. Systems of oppression is the latest one. Regardless, it is NEVER the individual and ALWAYS the externality. The right's version: We're all a blank slate. So any difference in outcomes must AUTOMATICALLY be attributed to the individual. You are lazy. You are weak. You make excuses. You are entitled and spoiled. Mental illness is just an excuse. You weren't (as the guest said) willing or able to ""put in the work"" to be the alpha, confident prototype man they are describing. Never the externalities. ALWAYS the individuals fault except in the rarest of cases like birth defects or severe trauma, illness or injury outside of your control. The problem is they are BOTH RIGHT...SOMETIMES. But it is the times when they are wrong that does damage to people who are either legitimately impaired by mental illness or are actually being legitimately disenfranchised by a person, persons or systems gone wrong. That number grows and grows until you have what we see in society. Chaos. A breakdown of what used to work. Late capitalism the left calls it. Oligarchic, corporatist totalitarian fascism is what say. Not every man OR woman has the capacity to do or be what these two are talking about. And it is almost like they are describing people unworthy of love and companionship because they are ""less than"" or ""unworthy"". Gee, I wonder why some people hate conservatives. Shocking. And yes I could say the EXACT same thing about the left for different reasons. The reason they are hated is well-earned too.",system,concept,11,Top>OtherEntity>MethodSystem,,2,"Systems, systems",8c60f4c710
"The more I hear them talk, the more I think ""social Darwinism"". Survival of the fittest. The weak be damned. This is a problem in our society on both sides. Hear me out. Both sides traffic in what I have heard called ""blank slate theory"". It basically means, we all start out a blank slate and we can do anything we put our minds to. The world is your oyster. The left's version: We're all a blank slate. So any difference in outcome must AUTOMATICALLY be attributed to externalities. Systems of oppression is the latest one. Regardless, it is NEVER the individual and ALWAYS the externality. The right's version: We're all a blank slate. So any difference in outcomes must AUTOMATICALLY be attributed to the individual. You are lazy. You are weak. You make excuses. You are entitled and spoiled. Mental illness is just an excuse. You weren't (as the guest said) willing or able to ""put in the work"" to be the alpha, confident prototype man they are describing. Never the externalities. ALWAYS the individuals fault except in the rarest of cases like birth defects or severe trauma, illness or injury outside of your control. The problem is they are BOTH RIGHT...SOMETIMES. But it is the times when they are wrong that does damage to people who are either legitimately impaired by mental illness or are actually being legitimately disenfranchised by a person, persons or systems gone wrong. That number grows and grows until you have what we see in society. Chaos. A breakdown of what used to work. Late capitalism the left calls it. Oligarchic, corporatist totalitarian fascism is what say. Not every man OR woman has the capacity to do or be what these two are talking about. And it is almost like they are describing people unworthy of love and companionship because they are ""less than"" or ""unworthy"". Gee, I wonder why some people hate conservatives. Shocking. And yes I could say the EXACT same thing about the left for different reasons. The reason they are hated is well-earned too.",man,concept,12,Top>Person,,2,"man, man",20a218cbdf
"The more I hear them talk, the more I think ""social Darwinism"". Survival of the fittest. The weak be damned. This is a problem in our society on both sides. Hear me out. Both sides traffic in what I have heard called ""blank slate theory"". It basically means, we all start out a blank slate and we can do anything we put our minds to. The world is your oyster. The left's version: We're all a blank slate. So any difference in outcome must AUTOMATICALLY be attributed to externalities. Systems of oppression is the latest one. Regardless, it is NEVER the individual and ALWAYS the externality. The right's version: We're all a blank slate. So any difference in outcomes must AUTOMATICALLY be attributed to the individual. You are lazy. You are weak. You make excuses. You are entitled and spoiled. Mental illness is just an excuse. You weren't (as the guest said) willing or able to ""put in the work"" to be the alpha, confident prototype man they are describing. Never the externalities. ALWAYS the individuals fault except in the rarest of cases like birth defects or severe trauma, illness or injury outside of your control. The problem is they are BOTH RIGHT...SOMETIMES. But it is the times when they are wrong that does damage to people who are either legitimately impaired by mental illness or are actually being legitimately disenfranchised by a person, persons or systems gone wrong. That number grows and grows until you have what we see in society. Chaos. A breakdown of what used to work. Late capitalism the left calls it. Oligarchic, corporatist totalitarian fascism is what say. Not every man OR woman has the capacity to do or be what these two are talking about. And it is almost like they are describing people unworthy of love and companionship because they are ""less than"" or ""unworthy"". Gee, I wonder why some people hate conservatives. Shocking. And yes I could say the EXACT same thing about the left for different reasons. The reason they are hated is well-earned too.",person,concept,13,Top>Person,,2,"person, persons",cf33ac9c72
Body count of 15 or 20 for women??? Don't kid yourselves ... more like 100+ and plenty in their mid-20s; lots of self-admittance online confirming this!,woman,concept,1,Top>Person,,1,women,5eb64faa83
Body count of 15 or 20 for women??? Don't kid yourselves ... more like 100+ and plenty in their mid-20s; lots of self-admittance online confirming this!,online,concept,2,Top,Top>Technology>Internet,1,online,dc5a3690d7
"Ok, here's some ""steel, sharpening steel"" here. Laylah, you mentioned the importance of not wearing too much makeup, as expressed by your brother -with your agreement. But after hearing you drop the F bomb, so casually, several times during the interview, I turned off said interview. You see, there are many, quality men who may even overlook the application of an excessive amount of makeup, but for whom the nonchalant use of foul language may actually be the real deal breaker.",steel,concept,1,Top,Top>Technology>Metalurgy,2,"steel, steel",dc85b7510b
"Ok, here's some ""steel, sharpening steel"" here. Laylah, you mentioned the importance of not wearing too much makeup, as expressed by your brother -with your agreement. But after hearing you drop the F bomb, so casually, several times during the interview, I turned off said interview. You see, there are many, quality men who may even overlook the application of an excessive amount of makeup, but for whom the nonchalant use of foul language may actually be the real deal breaker.",interview,concept,2,Top,Top>Society>Media,2,"interview, interview",e6804e6507
These two women have no idea how not traditional they are.,woman,concept,1,Top>Person,,1,women,5eb64faa83
These two women have no idea how not traditional they are.,These two women,quantity expression,1,,,,These two women,-
have to look up Andrew Tate! never heard of him.,Andrew Tate,entity,1,Top>Person>FullName,,1,Andrew Tate,__15876741366987976049
"Women are powerful. Our power comes from our influence. We can make a man get weak at the knees. we can make a man cheat. We can make a man cut his hair as in Samson. We can use our influence to make men better or make them weaker. Today's women want to emasculate men, just like woman with Samson. But we can also use our power to make the world a better place.",Samson,entity,1,Top>Location>GeoPoliticalEntity,,2,"Samson, Samson",e5d9ebdc42
"Women are powerful. Our power comes from our influence. We can make a man get weak at the knees. we can make a man cheat. We can make a man cut his hair as in Samson. We can use our influence to make men better or make them weaker. Today's women want to emasculate men, just like woman with Samson. But we can also use our power to make the world a better place.",man,concept,1,Top>Person,,5,"man, man, man, men, men",20a218cbdf
"Women are powerful. Our power comes from our influence. We can make a man get weak at the knees. we can make a man cheat. We can make a man cut his hair as in Samson. We can use our influence to make men better or make them weaker. Today's women want to emasculate men, just like woman with Samson. But we can also use our power to make the world a better place.",woman,concept,2,Top>Person,,3,"Women, women, woman",5eb64faa83
"Women are powerful. Our power comes from our influence. We can make a man get weak at the knees. we can make a man cheat. We can make a man cut his hair as in Samson. We can use our influence to make men better or make them weaker. Today's women want to emasculate men, just like woman with Samson. But we can also use our power to make the world a better place.",influence,concept,3,Top,,2,"influence, influence",1f8d553ad6
"Women are powerful. Our power comes from our influence. We can make a man get weak at the knees. we can make a man cheat. We can make a man cut his hair as in Samson. We can use our influence to make men better or make them weaker. Today's women want to emasculate men, just like woman with Samson. But we can also use our power to make the world a better place.",Today,time expression,1,,,,Today,-
"You women claiming there aren't any good man, 'modern women' are foolishly against men while claiming men should be like Tate (because he's rich and in shape or ""manly""); makes you no better than the modern woman... ""men should learn from Tate""...? really? Tate is a selfish person, granted alpha, but you want that for yourself? more rich men sleeping around with ""16 women""(A. Tate) a week? You're making the same agreement as modern woman with a slight ""pick me"" hint. This is the reason men haven't listen to women since Adam and Eve.",Tate,entity,1,Top>Location>GeoPoliticalEntity,,3,"Tate, Tate, Tate",051169f3fc
"You women claiming there aren't any good man, 'modern women' are foolishly against men while claiming men should be like Tate (because he's rich and in shape or ""manly""); makes you no better than the modern woman... ""men should learn from Tate""...? really? Tate is a selfish person, granted alpha, but you want that for yourself? more rich men sleeping around with ""16 women""(A. Tate) a week? You're making the same agreement as modern woman with a slight ""pick me"" hint. This is the reason men haven't listen to women since Adam and Eve.",Tate,entity,2,Top>Person>LastName,,2,"Tate, Tate",66d70cf2fb
"You women claiming there aren't any good man, 'modern women' are foolishly against men while claiming men should be like Tate (because he's rich and in shape or ""manly""); makes you no better than the modern woman... ""men should learn from Tate""...? really? Tate is a selfish person, granted alpha, but you want that for yourself? more rich men sleeping around with ""16 women""(A. Tate) a week? You're making the same agreement as modern woman with a slight ""pick me"" hint. This is the reason men haven't listen to women since Adam and Eve.",Tate Gallery,entity,3,Top>Organization>ArtisticOrganization>Museum,Top>Arts,1,Tate,2d2d8072bd
"You women claiming there aren't any good man, 'modern women' are foolishly against men while claiming men should be like Tate (because he's rich and in shape or ""manly""); makes you no better than the modern woman... ""men should learn from Tate""...? really? Tate is a selfish person, granted alpha, but you want that for yourself? more rich men sleeping around with ""16 women""(A. Tate) a week? You're making the same agreement as modern woman with a slight ""pick me"" hint. This is the reason men haven't listen to women since Adam and Eve.",A. Tate,entity,4,Top>Person>FullName,,1,A. Tate,__16379275817222562244
"You women claiming there aren't any good man, 'modern women' are foolishly against men while claiming men should be like Tate (because he's rich and in shape or ""manly""); makes you no better than the modern woman... ""men should learn from Tate""...? really? Tate is a selfish person, granted alpha, but you want that for yourself? more rich men sleeping around with ""16 women""(A. Tate) a week? You're making the same agreement as modern woman with a slight ""pick me"" hint. This is the reason men haven't listen to women since Adam and Eve.",Adam and Eve,entity,5,Top>Person>FullName,,1,Adam and Eve,__15184474073092919042
"You women claiming there aren't any good man, 'modern women' are foolishly against men while claiming men should be like Tate (because he's rich and in shape or ""manly""); makes you no better than the modern woman... ""men should learn from Tate""...? really? Tate is a selfish person, granted alpha, but you want that for yourself? more rich men sleeping around with ""16 women""(A. Tate) a week? You're making the same agreement as modern woman with a slight ""pick me"" hint. This is the reason men haven't listen to women since Adam and Eve.",woman,concept,1,Top>Person,,6,"women, women, woman, women, woman, women",5eb64faa83
"You women claiming there aren't any good man, 'modern women' are foolishly against men while claiming men should be like Tate (because he's rich and in shape or ""manly""); makes you no better than the modern woman... ""men should learn from Tate""...? really? Tate is a selfish person, granted alpha, but you want that for yourself? more rich men sleeping around with ""16 women""(A. Tate) a week? You're making the same agreement as modern woman with a slight ""pick me"" hint. This is the reason men haven't listen to women since Adam and Eve.",man,concept,2,Top>Person,,6,"man, men, men, men, men, men",20a218cbdf
Layah Heilpern is delightful. Maybe the worm is finally turning. The last few decades have sucked for white men especially.,Layah Heilpern,entity,1,Top,,1,Layah Heilpern,__9061019661330933168
Layah Heilpern is delightful. Maybe the worm is finally turning. The last few decades have sucked for white men especially.,worm,concept,1,Top,Top>Technology>Computing,1,worm,340032da7e
Layah Heilpern is delightful. Maybe the worm is finally turning. The last few decades have sucked for white men especially.,worm,concept,2,Top>Person,,1,worm,828164367a
Layah Heilpern is delightful. Maybe the worm is finally turning. The last few decades have sucked for white men especially.,worm,concept,3,Top>LivingThing>Animal>Invertebrate,Top>NaturalSciences>Zoology,1,worm,a0cd62ef8a
Layah Heilpern is delightful. Maybe the worm is finally turning. The last few decades have sucked for white men especially.,white,concept,4,Top>OtherEntity>Color,,1,white,4bfc76a40e
Layah Heilpern is delightful. Maybe the worm is finally turning. The last few decades have sucked for white men especially.,man,concept,5,Top>Person,,1,men,20a218cbdf
male emotions are like female sexuality . what one gender wants from the other but a turn off if to open with them,female,concept,1,Top,Top>LifeSciences>Biology,1,female,b2925f6df6
male emotions are like female sexuality . what one gender wants from the other but a turn off if to open with them,sexuality,concept,2,Top,Top>LifeSciences>Biology,1,sexuality,0c16527316
male emotions are like female sexuality . what one gender wants from the other but a turn off if to open with them,one gender,quantity expression,1,,,,one gender,-
what about married women who don't enjoy sex,woman,concept,1,Top>Person,,1,women,5eb64faa83
the how emotional connection affect male sexual desire,connection,concept,1,Top>Process,,1,connection,15c7bc9333
the how emotional connection affect male sexual desire,connection,concept,2,Top,Top>Technology>Internet,1,connection,b22cc7d990
the how emotional connection affect male sexual desire,connection,concept,3,Top,Top>Technology>Telecommunication,1,connection,b22cc7d990
ever heard of spontaneous arousal syndrome in women,syndrome,concept,1,Top,,1,syndrome,8fb7f2c9ef
ever heard of spontaneous arousal syndrome in women,woman,concept,2,Top>Person,,1,women,5eb64faa83
The same questions would show the ignorance of people regarding President Donald Trump.,Donald Trump Jr.,entity,1,Top>Person>FullName,Top>Society>Politics,1,President Donald Trump,59c6e9e1ca
The same questions would show the ignorance of people regarding President Donald Trump.,Donald Trump,entity,2,Top>Person>FullName,Top>Society>Politics,1,President Donald Trump,883a76e136
The same questions would show the ignorance of people regarding President Donald Trump.,question,concept,1,Top,Top>Humanities>Linguistics,1,questions,1b19e12452
The same questions would show the ignorance of people regarding President Donald Trump.,people,concept,2,Top>Person,,1,people,0e4a93483a
Both of them are beautiful perky pistols of women! Not a lot of them left in the world! :-),woman,concept,1,Top>Person,,1,women,5eb64faa83
Both of them are beautiful perky pistols of women! Not a lot of them left in the world! :-),left,concept,2,Top>Location>Address,,1,left,92b8b69fe0
Both of them are beautiful perky pistols of women! Not a lot of them left in the world! :-),world,concept,3,Top>Location>AstralBody>Planet,Top>NaturalSciences>Astronomy,1,world,5c053cd39d
"Thank you for your depth of comprehension, regarding the WEF, and the necessity for national sovereignty. US Cultural Ambassador Darryl John Kennedy https://rumble.com/v1waibu-darryl-john-kennedy-message-to-americans-november-22-2022.html",WEF,entity,1,Top,,1,WEF,__4351443981454004639
"Thank you for your depth of comprehension, regarding the WEF, and the necessity for national sovereignty. US Cultural Ambassador Darryl John Kennedy https://rumble.com/v1waibu-darryl-john-kennedy-message-to-americans-november-22-2022.html",Darryl John Kennedy,entity,2,Top>Person>FullName,,1,Ambassador Darryl John Kennedy,__724337274891294870
"Thank you for your depth of comprehension, regarding the WEF, and the necessity for national sovereignty. US Cultural Ambassador Darryl John Kennedy https://rumble.com/v1waibu-darryl-john-kennedy-message-to-americans-november-22-2022.html",https://rumble.com/v1waibu-darryl-john-kennedy-message-to-americans-november-22-2022.html,entity,3,Top>Id>Url,,1,https://rumble.com/v1waibu-darryl-john-kennedy-message-to-americans-november-22-2022.html,__9196371366453307727
"Thank you for your depth of comprehension, regarding the WEF, and the necessity for national sovereignty. US Cultural Ambassador Darryl John Kennedy https://rumble.com/v1waibu-darryl-john-kennedy-message-to-americans-november-22-2022.html",national sovereignty,concept,1,Top,,1,national sovereignty,5c38def8b2
nice job gals.,job,concept,1,Top>OtherEntity>Vocation,,1,job,7aa7306d3d
The problem with modern women is modern men …,woman,concept,1,Top>Person,,1,women,5eb64faa83
The problem with modern women is modern men …,man,concept,2,Top>Person,,1,men,20a218cbdf
"I always looked gay, I was never rich as I was focused on my spiritual inner self first. Now at 65 I have it all, house car 5/10, great smile, done a bunch of things in my life. All the girls that left me were not red pilled, and are totally wishing they could have me back.",gay,concept,1,Top>Person,,1,gay,dda0cef480
"I always looked gay, I was never rich as I was focused on my spiritual inner self first. Now at 65 I have it all, house car 5/10, great smile, done a bunch of things in my life. All the girls that left me were not red pilled, and are totally wishing they could have me back.",spiritual,concept,2,Top,Top>Society>Religion,1,spiritual,1d904ca46d
"I always looked gay, I was never rich as I was focused on my spiritual inner self first. Now at 65 I have it all, house car 5/10, great smile, done a bunch of things in my life. All the girls that left me were not red pilled, and are totally wishing they could have me back.",home,concept,3,Top>Location>Facility,,1,house,144b5c0ed4
"I always looked gay, I was never rich as I was focused on my spiritual inner self first. Now at 65 I have it all, house car 5/10, great smile, done a bunch of things in my life. All the girls that left me were not red pilled, and are totally wishing they could have me back.",car,concept,4,Top>Product>Machine>Vehicle>Car,,1,car,435555129
"I always looked gay, I was never rich as I was focused on my spiritual inner self first. Now at 65 I have it all, house car 5/10, great smile, done a bunch of things in my life. All the girls that left me were not red pilled, and are totally wishing they could have me back.",left,concept,5,Top>Location>Address,,1,left,92b8b69fe0
"I always looked gay, I was never rich as I was focused on my spiritual inner self first. Now at 65 I have it all, house car 5/10, great smile, done a bunch of things in my life. All the girls that left me were not red pilled, and are totally wishing they could have me back.",Now,time expression,1,,,,Now,-
"I always looked gay, I was never rich as I was focused on my spiritual inner self first. Now at 65 I have it all, house car 5/10, great smile, done a bunch of things in my life. All the girls that left me were not red pilled, and are totally wishing they could have me back.",5/10,time expression,2,,,,5/10,-
Women are equipped to be hoes.,woman,concept,1,Top>Person,,1,Women,5eb64faa83
Repulsive right out of the gate.,gate,concept,1,Top,Top>Arts>Architecture,1,gate,b49f5ac9bd
"I personally believe it’s not just a social demographic issue of brainwashed men. There’s a lot of reasons that impact a man’s masculinity. By this, I mean there are also biological factors that effect men physiologically such as chemical infested foods, estrogen in the water, plastics, normalizing low levels of testosterone, pornography, etc. Not only are men targeted psychologically but also biologically as mentioned. People target only the psychological aspect but don’t look how nutrition can massively influence the state of mind in a person. With all this estrogen rising through foods, self-care products, and household items is not just causing hormonal imbalances but also detrimental results on overall health I.E. fertility, developmental problems, and cancer.",man,concept,1,Top>Person,,4,"men, man, men, men",20a218cbdf
"I personally believe it’s not just a social demographic issue of brainwashed men. There’s a lot of reasons that impact a man’s masculinity. By this, I mean there are also biological factors that effect men physiologically such as chemical infested foods, estrogen in the water, plastics, normalizing low levels of testosterone, pornography, etc. Not only are men targeted psychologically but also biologically as mentioned. People target only the psychological aspect but don’t look how nutrition can massively influence the state of mind in a person. With all this estrogen rising through foods, self-care products, and household items is not just causing hormonal imbalances but also detrimental results on overall health I.E. fertility, developmental problems, and cancer.",food,concept,2,Top>Product>Food,,2,"foods, foods",771eeaec8b
"I personally believe it’s not just a social demographic issue of brainwashed men. There’s a lot of reasons that impact a man’s masculinity. By this, I mean there are also biological factors that effect men physiologically such as chemical infested foods, estrogen in the water, plastics, normalizing low levels of testosterone, pornography, etc. Not only are men targeted psychologically but also biologically as mentioned. People target only the psychological aspect but don’t look how nutrition can massively influence the state of mind in a person. With all this estrogen rising through foods, self-care products, and household items is not just causing hormonal imbalances but also detrimental results on overall health I.E. fertility, developmental problems, and cancer.",estrogen,concept,3,Top>Product>Substance,Top>LifeSciences>Biology,2,"estrogen, estrogen",51c9e3aaf7
When propaganda comes women are the first to fall. True!!! (not all women though),woman,concept,1,Top>Person,,2,"women, women",5eb64faa83
Blabba lab a dabba jabber jabber jabber blabber..,Blabba,entity,1,Top,,1,Blabba,__7386433782956068520
The problem with modern day women is they dont know what men really think of them. Otherwise they would all be lesbians .,woman,concept,1,Top>Person,,1,women,5eb64faa83
The problem with modern day women is they dont know what men really think of them. Otherwise they would all be lesbians .,man,concept,2,Top>Person,,1,men,20a218cbdf
The problem with modern day women is they dont know what men really think of them. Otherwise they would all be lesbians .,lesbian,concept,3,Top>Person,,1,lesbians,6c2dd55c1b
"the left claims to champion women's rights, it took you long enough to figure out they are full of shit",women's rights,concept,1,Top,Top>SocialSciences>Law,1,women's rights,24ee25d8d6
why you stay 10 years? why not leave sooner if you felt so strongly about it? the answer is greed.,10 years,quantity expression,1,,,,10 years,-
"CNN has men? The ""male"" anchors there are homosexuals.",CNN,entity,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>MediaCompany,Top>Society>Media,1,CNN,6f53217526
"CNN has men? The ""male"" anchors there are homosexuals.",man,concept,1,Top>Person,,1,men,20a218cbdf
"CNN has men? The ""male"" anchors there are homosexuals.",anchor,concept,2,Top>Product>Part,Top>Technology>Nautical,1,anchors,38caeca018
"CNN has men? The ""male"" anchors there are homosexuals.",anchor,concept,3,Top,Top>Technology>Nautical,1,anchors,b2da854e3c
"CNN has men? The ""male"" anchors there are homosexuals.",gay,concept,4,Top>Person,,1,homosexuals,dda0cef480
Love tucker!,love,concept,1,Top>Person,,1,Love,4389870a4a
Love tucker!,love,concept,2,Top>Person,,1,Love,d6a74cda8b
Every white man at CNN should resign and give his job to a minority woman. I'll wait...,CNN,entity,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>MediaCompany,Top>Society>Media,1,CNN,6f53217526
Every white man at CNN should resign and give his job to a minority woman. I'll wait...,man,concept,1,Top>Person,,1,man,20a218cbdf
Every white man at CNN should resign and give his job to a minority woman. I'll wait...,job,concept,2,Top>OtherEntity>Vocation,,1,job,7aa7306d3d
Every white man at CNN should resign and give his job to a minority woman. I'll wait...,woman,concept,3,Top>Person,,1,woman,5eb64faa83
LOL. I'm glad Carlson maintains his sense of humor. Nobody should watch that CNN propaganda network. No one in America anyway.,Carlson,entity,1,Top>Person>LastName,,1,Carlson,c82cf1ecf5
LOL. I'm glad Carlson maintains his sense of humor. Nobody should watch that CNN propaganda network. No one in America anyway.,CNN,entity,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>MediaCompany,Top>Society>Media,1,CNN,6f53217526
LOL. I'm glad Carlson maintains his sense of humor. Nobody should watch that CNN propaganda network. No one in America anyway.,America,entity,3,Top>Location>GeoPoliticalEntity>Continent,,1,America,33fc13e6dd
LOL. I'm glad Carlson maintains his sense of humor. Nobody should watch that CNN propaganda network. No one in America anyway.,meaning,concept,1,Top>OtherEntity,Top>Humanities>Linguistics,1,sense,63189c9d3c
OMG! Tucker is a savage. Nailed the stupidity better than anyone ever could. epic,Tucker,entity,1,Top>Person>LastName,,1,Tucker,9071f62b3e
OMG! Tucker is a savage. Nailed the stupidity better than anyone ever could. epic,Tucker,entity,2,Top>Location>GeoPoliticalEntity,,1,Tucker,af1d08ffdf
OMG! Tucker is a savage. Nailed the stupidity better than anyone ever could. epic,stupidity,concept,1,Top>Process,,1,stupidity,62c1327601
OMG! Tucker is a savage. Nailed the stupidity better than anyone ever could. epic,epic,concept,2,Top,Top>Humanities>Literature,1,epic,332a18c03c
spot on with your commentary these people are frauds and grifters for the communist left its fun to watch these people eat there own ibet in ten years shes a millionare and loving every minute of it useful idiots the lot of them,people,concept,1,Top>Person,,1,people,0e4a93483a
spot on with your commentary these people are frauds and grifters for the communist left its fun to watch these people eat there own ibet in ten years shes a millionare and loving every minute of it useful idiots the lot of them,fraud,concept,2,Top>OtherEntity>Offence,,1,frauds,5c1acb9344
spot on with your commentary these people are frauds and grifters for the communist left its fun to watch these people eat there own ibet in ten years shes a millionare and loving every minute of it useful idiots the lot of them,left,concept,3,Top>Location>Address,,1,left,92b8b69fe0
spot on with your commentary these people are frauds and grifters for the communist left its fun to watch these people eat there own ibet in ten years shes a millionare and loving every minute of it useful idiots the lot of them,ten years,quantity expression,1,,,,ten years,-
"A couple of months ago, a female anchor of 22 years in Phoenix, decided she couldn't take it anymore. She cited blatant lying and fear-mongering, on the part of the media elites, as her reason for leaving. Most in the media are not this brave. I wish they were.",media,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>MediaCompany,Top>Society>Media,2,"media, media",969f8b2f59
"A couple of months ago, a female anchor of 22 years in Phoenix, decided she couldn't take it anymore. She cited blatant lying and fear-mongering, on the part of the media elites, as her reason for leaving. Most in the media are not this brave. I wish they were.",months ago,time expression,1,,,,months ago,-
"A couple of months ago, a female anchor of 22 years in Phoenix, decided she couldn't take it anymore. She cited blatant lying and fear-mongering, on the part of the media elites, as her reason for leaving. Most in the media are not this brave. I wish they were.",22 years,quantity expression,1,,,,22 years,-
CNN Is A Full Stank Septic Tank .,CNN,entity,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>MediaCompany,Top>Society>Media,1,CNN,6f53217526
CNN Is A Full Stank Septic Tank .,Tank,entity,2,Top>Person>FirstName,,1,Tank,e0e375ce35
"""Ur damn right baby"" lmfao",Ur,entity,1,Top>Person>LastName,,1,Ur,87111a0cae
"""Ur damn right baby"" lmfao",baby,concept,1,Top>Person,,1,baby,65f9ab7453
Don't watch it.,No topics found,,,,,,,
"only Tucker can do this, this well",Tucker,entity,1,Top>Person>LastName,,1,Tucker,9071f62b3e
